product_id,chemical_name,cas_number,signal_word,emergency_phone,last_updated,needs_update,sap_matnr,sap_sync_date,is_active
VAR-QB00127,PHANTENOL D,599-04-2,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00157,PINEAPPLE PARADISE,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00105,PINK LADY 819,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
VAR-QB00177,PLANCHA FACIL MOD.1,Mezcla,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
KAO-QB00060,POIZ 535,Mezcla,No Aplicable,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00061,POIZ 88,"57-55-6, 7732-18-5",No Aplicable,+34 93 739 9445,2025-11-25 00:00:00,,,,Y
VAR-QB00191,POLYQUATERNIUM 10,81859-24-7,ATENCION,01 800 002 1400,2025-11-13 00:00:00,,,,Y
VAR-QB00175,POLYQUATERNIUM 7,26590-05-6,ATENCION,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00231,POTPURRI FRUIT 755 S/P,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00173,P-QUAT 37,Mezcla,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00213,PREMIUM FABRIC 992,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
ASH-QB00037,PROLIPID 151 S/P,Mezcla,ATENCION,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00038,PROTECTAGEN S/P,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
VAR-QB00131,PULIMENTO S-N82 S/P,1020665- 14- 8,No Aplicable,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA A PROVEEDOR,,,Y
VAR-QB00132,PULIMENTO S-N85 s/p,1020665-14-8,No Aplicable,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA A PROVEEDOR,,,Y
IFF-QB00058,PURPLE MYSTERY,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
ASH-QB00039,PVP K90 S/P,9003-39-8,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00040,PVP/VA S-630 S/P,25086-89-9,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
KAO-QB00062,QUARTAMIN 60,Mezcla,PELIGRO,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00063,QUARTAMIN 60 S/P (TOTE),Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00064,QUARTAMIN 60W30P,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00065,QUARTAMIN AB,Mezcla,PELIGRO,+34 93 739 9445,2025-10-28 00:00:00,,,,Y
KAO-QB00066,QUARTAMIN B18,No Aplica,PELIGRO,+34 93 739 9445,2025-10-21 00:00:00,,,,Y
KAO-QB00067,QUARTAMIN D081 S/P,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00069,QUARTAMIN D86P,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
IFF-QB00059,QUIM 1074 FS BLUE,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00060,QUIM 1075 FSE F,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00061,QUIM 1147 FS,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00158,QUIM 1300 PASION FRUIT,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00261,QUIM BLUE 629,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00262,QUIM HIDRA 759,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00263,QUIM SH MOD,Mezcla,PELIGRO,01 800 002 1400,PENDIENTE,SOLICITAR HDS IFF,,,Y
IFF-QB00160,RAINY WASH 530,MEZCLA,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
ASH-QB00041,RAPITIX A-100 S/P,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
VAR-QB00133,REPELENTE PARA INSECTOS,52304-36-6,ATENCION,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA MERCK,,,Y
VAR-QB00192,RESINA SUPER STYLE 30H,25035-69-2,No Aplicable,01 800 002 1400,2025-11-13 00:00:00,,,,Y
LUB-QB00056,RESULOOK S/P,Mezcla,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00264,REVIVAL 006 A NATTURA,MEZCLA,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00321,RIVOLI 912 M2,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
ASH-QB00079,ROSALISS,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
IFF-QB00266,ROSETA 70,MEZCLA,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00029,RUPERT 933 S/P,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
VAR-QB00134,SALICILATO DE METILO,119-36-8,ATENCION,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00106,SANDALWOOD 019,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
LUB-QB00058,SCHERCEMOL 318 S/P,68171-33-5,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00060,SCHERCEMOL IDO,59231-34-4,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00061,SCHERCEMOL NGDO,28510-23-8,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00268,SEA BREEZE,MEZCLA,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00030,SEA FRESH 652,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00031,SEA FRESH 704,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00032,SEA FRESH 820 MARINE 667-W,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00163,SENSE OF NATURE,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
ASH-QB00075,SENSIDIN PURE,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00068,SENSIVA SC 83,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00054,SENSIVA SC50 (TOCPHEROL),70445-33-9,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,,,Y
LUB-QB00064,SENSOMER 10M POLYQUATERNIUM 10,No Aplicable,ATENCION,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00107,SENSUAL BREEZE 873,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00033,SER 1002 PINO,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00302,SER 1011 LAVANDA,Mezcla,-,-,PENDIENTE,SOLICITAR HDS IFF,,,Y
IFF-QB00164,SER 1013 (SHAMPOO FLORAL FRUTAL),Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00269,SER 1050 NSUENO,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00214,SER 1054 DETERG. LIQ.,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00165,SER 1057 UVA MORADA,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00166,SER 1098 ORQUIDEA JAZMIN,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00167,SER 1100 GRAPEFRUIT,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00168,SER 1104 AGUACATE,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00170,SER 1110 PERA,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00171,SER 1114 TORONJA,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
VAR-QB00135,SILICON 1000,63148-62-9,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
LUB-QB00066,SILSENSE BIO5 S/P,Mezcla,PELIGRO,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00067,SILSENSE DW-18,No Aplicable,No Aplicable,01 800 002 1400,2025-10-21 00:00:00,,,,Y
LUB-QB00068,SILSENSE TM COPOLYOL-1 SILICONE,Mezcla,ATENCION,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00270,SIMPLE POSSION 383,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00062,SIMPLY BLUE 607,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00034,SO FRESH,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00071,SOFT BABY 611,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00272,SOFT BLUE M 68,-,-,-,PENDIENTE,SOLICITAR HDS IFF,,,Y
IFF-QB00273,SOFT LILY,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00166,SORBATO DE POTASIO S/P,24634-61-5,ATENCION,01 800 002 1400,2025-10-24 00:00:00,,,,Y
ASH-QB00043,SOREZ 100,Sustancia,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
ASH-QB00044,SOREZ H5205,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
IFF-QB00193,SOY TU HOMBRE 070,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00203,SPARK FRESH 317,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00204,SPARK PETAL 318 MICROCAPSULAS,Mezcla,PELIGRO,01 800 002 1400,2025-10-14 00:00:00,,,,Y
IFF-QB00108,SPICY AMBER 973,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00109,SPICY LOVE 456,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00194,SPORTIVO 971,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00275,SPORTIVO MEN 2023,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00215,SPRING BREAK 290,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00216,SPRING TIME 289,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
ASH-QB00063,STYLEZE CC-10,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00086,STYLEZE ES-FORZA,Mezcla,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00073,STYLIZE W-17,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
ASH-QB00045,STYLIZE W20,Mezcla,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
IFF-QB00063,SUAVE PRIMAVERA 958,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00276,SUAVIAZUL M 75,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
ASH-QB00046,SUBERLIFTT LIPOPHILE S/P,Mezcla ,No Aplicable,1-800-274-5263,2025-10-28 00:00:00,,,,Y
IFF-QB00064,SUEÑOS DE ALGODON 707,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
LUB-QB00069,SULFOCHEM TD3 S/P,Mezcla,ATENCION,01 800 002 1400,2025-10-21 00:00:00,,,,Y
IFF-QB00112,SUMMER SUNSET 066,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00070,SUNSENSATION,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
VAR-QB00137,SUPERHUMECTANTE S/P,308073-86-8 ,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
ASH-QB00047,SURFADONE LP100,2687-94-7,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,,,Y
VAR-QB00138,SURFAGEL ES QB,9005-08-7,ATENCION,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA TENSOQUIMIA,,,Y
ASH-QB00048,SUTTOCIDE-A,Mezcla,PELIGRO,1-800-274-5263,2025-10-21 00:00:00,,,,Y
IFF-QB00113,SWEET ANIS 972,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00114,SWEET LOVE 591,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00115,SWEET POWDER 361,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00281,TANGO HIDRA,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00116,TE VERDE MENTA SMT 1039,Mezcla,ATENCION,01 800 002 1400,2025-10-14 00:00:00,,,,Y
VAR-QB00140,TEA USO INDUSTRIAL (TRIETANOLAMINA 85%),Mezcla,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
VAR-QB00141,TERPENOS DE NARANJA,68647-72-3,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
KAO-QB00070,TETRANYL AT7590 s/p,Mezcla,ATENCION,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00072,TETRANYL AT7590E,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00075,TETRANYL BC- 50T,Mezcla,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00076,TETRANYL BC80E S/P,MEZCLA,PELIGRO,+34 93 739 9445,2025-11-13 00:00:00,,,,Y
KAO-QB00078,TETRANYL BC-80T,"61789-71-7, 64-17-5",PELIGRO,+34 93 739 9445,2025-11-25 00:00:00,,,,Y
KAO-QB00079,TETRANYL L17-90E,Mezcla,ATENCION,+34 93 739 9445,2025-10-28 00:00:00,,,,Y
IFF-QB00195,TH NINA 245,Mezcla,PELIGRO,01 800 002 1400,2025-10-17 00:00:00,,,,Y
ASH-QB00049,TOMASA SHEA BUTTER,Sustancia,No Aplicable,1-800-274-5263,2025-10-21 00:00:00,,,,Y
VAR-QB00142,TRANSCUTOL CG,111-90-0,No Aplicable,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA A PROVEEDOR,,,Y
VAR-QB00143,TRANSCUTOL HP,111-90-0,No Aplicable,01 800 002 1400,PENDIENTE,SOLICITAR HDS ACTUALIZADA A PROVEEDOR,,,Y
VAR-QB00144,TRICLOSAN,3380–34–5,PELIGRO,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00282,TROPIC FRUIT M 957,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00117,TROPIC ICE M1210,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00066,TUBEROSE 946,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00118,TUTTI 001,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00145,TWEEN 80 S/p,9005-65-6,No Aplicable,01 800 002 1400,2025-11-25 00:00:00,,,,Y
VAR-QB00146,TWEN 20 QE,9005-64-5,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
IFF-QB00119,UVA AIR 814,Mezcla,-,-,PENDIENTE,SOLICITAR HDS IFF,,,Y
IFF-QB00283,VAINILLA CITRICO S/P,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00067,VCA BLUE 629 FLOR DE LUNA,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00284,VCA FIESTA 4325,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00286,VCA MOMENTOS 2321,Mezcla,PELIGRO,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00068,VCB BLUE 231,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00120,VELAQUIM 4 CANELA FV,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00196,VICTORY 225,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00287,VIOLET FLOWER,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
VAR-QB00179,VISCOSOL QB280,Mezcla,No Aplicable,01 800 002 1400,2025-11-25 00:00:00,,,,Y
ASH-QB00050,VITAL ET S/P,Mezcla,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
VAR-QB00148,VITAMINA E,Sustancia,No Aplicable,01 800 002 1400,2025-10-23 00:00:00,,,,Y
ASH-QB00051,VITS PRIMASPONGES BLUE SS MICROESFERA,57455-37-5,No Aplicable,01 800 002 1400,2025-12-04 00:00:00,,,,Y
VAR-QB00149,V-TONIC S/P,"90063-97-1, 84929-31-7, 84696-07-1, 91722-69-9, 89997-74-0
",PELIGRO,01 800 002 1400,2025-12-04 00:00:00,,,,Y
IFF-QB00288,WAIKIKI 204,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00172,WASH OUT 560 S/P,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00121,WATERY TIMBRE 939,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00291,WILD CITRONELLA 815,Mezcla,ATENCION,01 800 002 1400,2025-10-16 00:00:00,,,,Y
IFF-QB00069,WONDERFUL LADY 195,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
IFF-QB00035,WOOD WICK 122,Mezcla,ATENCION,01 800 002 1400,2025-10-17 00:00:00,,,,Y
ASH-QB00052,X TEND 226 S/P,94-47-3,ATENCION,1-800-274-5263,2025-10-21 00:00:00,,,,Y
