Requiere actualizar,Fecha de actualización,Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Exclamación (PICTOGRAMA ),Corrosión (PICTOGRAMA ),Peligro para la salud (PICTOGRAMA ),Calavera (PICTOGRAMA ),Llama (PICTOGRAMA ),Ambiente (PICTOGRAMA ),Llama sobre círculo (PICTOGRAMA ),Bomba explotando (PICTOGRAMA ),Cilindro de gas (PICTOGRAMA )
,2025-11-28 00:00:00,VAR-QB00064,COLOR VERDE LIMON GEL (ESMERALDA),2650-18-2,ATENCION,01 800 002 1400,"H303, H320, H335","P102, P260, P264, P273, P280, P301 + P330 + P331 , P303 + P361 + P353, P304 + P340,  P305 + P351 + P338, P390, P391, P403 + P233, P405, P406, P501",X,,,,,,,,
,2025-11-07 00:00:00,VAR-QB00065,COLOR VERDE PINO (LIMPIADOR DE PINO),8005-54-7 /1330-38-7,ATENCION,01 800 002 1400,"H320, H335","P201, P202, P260, P264, P280",X,,,,,,,,
,2025-12-04 00:00:00,VAR-QB00193,COLOR VIOLETA D&C MATIZADOR,4430-18-6,ATENCION,01 800 002 1400,H318,"P280, P305 + P351 + P338, P310",,X,,,,,,,
SOLICITAR HDS A PROVEEDOR,PENDIENTE,VAR-QB00066,COLOR VIOLETA MARTACYL S4BN 215%,1694-09-3,ATENCION,01 800 002 1400,H351,"P201, P202, P281, P308 + P313, P405, P501",,,X,,,,,,
,2025-11-28 00:00:00,VAR-QB00067,COLOR VIOLETA REACTIVO XXV-VL (LIMPIADORES),56539-66-3,ATENCION,01 800 002 1400,"H303, H320, H335","P102, P260, P264, P273, P280, P301+P330+P331, P303+P361+P353, P304+P340, P305+P351+P338",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00136,COMPLETELY NUTS,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317","P210, P280, P302 + P352",X,,,,,,,,
SOLICITAR HDS ACTUALIZADA A PROVEEDOR,PENDIENTE,ASH-QB00009,CONDITIONIZE 37E,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00064,COPOLYMER 937 LM-O,Mezcla,ATENCION,1-800-274-5263,H319,"P264, P280, P305 + P351 + P338",X,,,,,,,,
,2025-11-13 00:00:00,KAO-QB00028,CORROMIN E-4,Mezcla,PELIGRO,+34 93 739 9445,"H226, H302, H314, H318, H317, H336, H372, H400, H411","P280, P210, P241, P242, P243, P271, P273, P260, P270, P264, P272, P391, P304+P310, P303+P361+P353, P310, P405, P403 + P233, P403 + P235, P501",X,X,X,,X,X,,,
,2025-10-21 00:00:00,ASH-QB00010,COSMEDIA GUAR N HANCE 3196,Mezcla,ATENCION,1-800-274-5263,H319,"P101, P102, P103, P264, P280, P305 + P351 + P338",X,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00289,COUNTRY SOFT 239 NO USAR,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280,  P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00206,CRYSTAL HEALING,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00137,CSH 983 MELON,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00172,CYTOBIOL-IRIS A2 S/P,Mezcla,ATENCION,01 800 002 1400,"H226, H412",P210,,,,,X,,,,
,2025-10-14 00:00:00,IFF-QB00175,DAMOR DAMOR FFSMT1058,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H361","P261, P264, P280, P302 + P352, P308 + P313, P333 + P313",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00068,DANAGEL 9254,9000-07-1 / 9000-40-2,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-25 00:00:00,KAO-QB00029,DANOX 511-B,Mezcla,PELIGRO,+34 93 739 9445,"H302, H314, H318, H372, H400, H411","P280, P273, P260, P270, P264, P391, P304+P310, P301+P310, P330, P331, P303 + P361 + P353, P310, P363, P305 + P351 + P338, P405, P501",X,X,X,,,X,,,
,2025-10-28 00:00:00,KAO-QB00097,DANOX BH-15 (DANOX TLC-24),Mezcla,PELIGRO,+34 93 739 9445,"H315, H318, H412","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras la manipulación. RESPUESTA: Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",,X,,,,,,,
,2025-11-25 00:00:00,KAO-QB00030,DANOX BT60,"68424-95-3, 61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,"H226, H302 + H312, H314, H400","P280, P210, P273, P270, P264, P391, P304 + P340, P310, P301 + P310, P330, P331, P303 + P361 + P353, P310, P363, P305 + P351 + P338, P405, P501",X,X,,,X,X,,,
,2025-11-25 00:00:00,KAO-QB00031,DANOX BT70,25988-97-0,ATENCION,+34 93 739 9445,"H319, H410","P280, P273, P264, P391, P305 + P351 + P338, P337 + P313, P501",X,,,,,X,,,
,2025-11-13 00:00:00,KAO-QB00032,DANOX HC30,Mezcla,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-13 00:00:00,KAO-QB00034,DANOX PL-10,Mezcla,ATENCION,+34 93 739 9445,Provoca irritación ocular grave.,"PREVENCIÓN: Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA: EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Si persiste la irritación ocular: Consultar a un médico.",X,,,,,,,,
,2025-11-25 00:00:00,KAO-QB00011,DANOX RAP 305,"61788-62-3, 1317-38-0, 13463-67-7",PELIGRO,+34 93 739 9445,"Provoca irritación cutánea.
Provoca lesiones oculares graves.
Muy tóxico para los organismos acuáticos.
Tóxico para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, Viton®, caucho nitrílico. Llevar gafas o máscara de protección: Recomendado: gafas anti salpicaduras. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras la manipulación. RESPUESTA: Recoger el vertido. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON  LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes  de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un  CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ALMACENAMIENTO:  No aplicable. ELIMINACION: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",,X,,,,X,,,
,2025-10-23 00:00:00,VAR-QB00069,DBSS SNCH,Mezcla,ATENCION,01 800 002 1400,"H302, H315, H318","P264, P270, P261, P301+P312, P302+P352, P305+P351+P338, P321, P330, P332+P313, P501",X,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00070,DEAC. DE COCO,Mezcla,ATENCION,01 800 002 1400,"H315, H319","P264, P273, P280, P303+P361+P353 , P305+P351+P338, P314, P403+P233",X,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00071,DEAC. SOYA,No Aplicable,ATENCION,01 800 002 1400,H319,"P305 + P351 + P338, P313, P301 + P330 + P331, P303 + P352",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00138,DEATH BY CHOCOLATE,Mezcla,ATENCION,01 800 002 1400,H302,P301 + P312 + P330,X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00139,DELIRIOUS JABOTICABA 335,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-11-25 00:00:00,VAR-QB00073,DETERCL  30-12,Mezcla,ATENCION,01 800 002 1400,"H302, H318, H401, H412","P264, P270, P273, P280, P301+P312+P330, P302+P352,P362+P364,  P332+P313, P305+P351+P338, P310",X,X,,,,,,,
,2025-11-13 00:00:00,KAO-QB00037,DIAMIET 515 s/p, 61790-85-0,PELIGRO,+34 93 739 9445,"Nocivo en caso de ingestión.
Provoca lesiones oculares graves.
Provoca irritación cutánea.","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. No comer,beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INGESTIÓN: Llamar a un centro de información toxicológica o a un médico en caso de malestar. Enjuagarse la boca. EN CASO DE CONTACTO CON LA PIEL: Lave la piel contaminada con el de 3% de ácido acético o el agente que contiene Diphoterin (por ejemplo, Previn ®). Quitarse las prendas contaminadas. Lavar las prendas contaminadas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,X,,,,,,,
,2025-10-28 00:00:00,KAO-QB00104,DIAMIN C,61791-63-7,PELIGRO,+34 93 739 9445,"H301, H314, H318, H372","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, Viton®.Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. Llevar prendas de protección: Recomendado: Traje de protección, bata de laboratorio. No respirar los vapores. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INHALACIÓN: Transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo):Quitar inmediatamente todas las prendas contaminadas. Lave la piel contaminada con el de 3% de ácido acético o el agente que contiene Diphoterin (por ejemplo, Previn ®).Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Lavar inmediatamente con un agente que contenga Diphoterin (por ejemplo, Previn ®), levantando ocasionalmente los párpados superior e inferior. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ALMACENAMIENTO: Guardar cerrrado. ELIMINACIÓN:  Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",,X,X,X,,,,,
,2025-10-28 00:00:00,KAO-QB00103,DIAMIN O,7173-62-8,PELIGRO,+34 93 739 9445,"H302, H314, H318, H372","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): caucho nitrílico , goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti_x0002_salpicaduras , máscara. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. No respirar los vapores. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA: Consultar a un médico en caso de malestar. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración.Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Lave la piel contaminada con el de 3% de ácido acético o el agente que contiene Diphoterin (por ejemplo, Previn ®). Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Lavar inmediatamente con un agente que contenga Diphoterin (por ejemplo, Previn ®), levantando ocasionalmente los párpados superior e inferior. ALMACENAMIENTO: Guardar cerrado. ELIMINACION: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,X,X,,,,,,
,2025-10-28 00:00:00,KAO-QB00039,DIAMIN T S/P, 61791-55-7,PELIGRO,+34 93 739 9445,"H302, H314, H318, H372, H400, H410","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, caucho nitrílico. Llevar prendas de protección: Recomendado: Traje de protección, bata de laboratorio. Llevar gafas o máscara de protección: Recomendado: gafas anti_x0002_salpicaduras , gafas de seguridad con protección lateral. Evitar su liberación al medio ambiente. No respirar el polvo. No comer, beber ni fumar durante su utilización. Lavarse concienzudamente tras la manipulación. RESPUESTA: Recoger el vertido. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Enjuagar la piel con agua. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. Lavar las prendas contaminadas antes de volver a usarlas. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto,si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ALMACENAMIENTO: Guardar bajo llave. ELIMINACIÓN:  Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales,nacionales e internacionales.",X,X,X,,,X,,,
,2025-10-23 00:00:00,VAR-QB00074,DIPROPILEN GLICOL,Sustancia,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00075,D-LIMONENO,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H410","P102, P210, P261, P280, P273, P303+P332+P352 , P305+P352, P306+P363 , P314 , P402+P403+P404+P410 , P501",X,X,X,,,X,,,
,2025-10-14 00:00:00,IFF-QB00088,DRAK BLACK 558 MOD 1,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H336","P210, P261, P280, P302 + P352,  P304 + P340 + P312,P305 + P351 + P338, P333 + P313,  P337 + P313, P370 + P378, P391",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00140,DRIZZLE 691,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00044,DSM 1007 TERSO BEBE,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, ",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00045,DSM 1020 EXIT PRADE,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H336.","P210, P261, P280, P302+P252, P304 + P340 + P312, P305+P351+P338, P333+P313, P337 + P313, P370 + P378",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00007,DSM 1024 LAVANDA,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H336","P210, P261, P280, P302 + P352, P304 + P340 + P312, P305 + P351 + P338, P333 + P313, P337 + P313,  P370 + P378, P403 + P233",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00008,DSM 1034 MAR FRESCO,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319","P210, P261, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P370 + P378",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00207,DSM 1063 ACE,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H319, H350, H361, H373","P260, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313 ",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00009,DSM 1068 EUCALIPTO,Mezcla,PELIGRO,01 800 002 1400,"H226, H302, H304, H315, H317, H318, H361, H371","P210, P260, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P311, P331, P333 + P313, P370 + P378, P391",X,X,X,,X,,,,
,2025-10-14 00:00:00,IFF-QB00290,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,01 800 002 1400,H317,"P261, P280, P302 + P352, P333 + P313, , P501",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00239,DULCE NAVIDAD,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H318, H361","P210, P261, P280,  P301 + P310,  P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P331,  P333 + P313, P370 + P378",X,X,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00046,DURAMAX 640,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352,  P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,ASH-QB00012,DYNAGEN S7P,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00013,EDERLINE S/P,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00076,EDTA TETRASODICO,Mezcla,PELIGRO,01 800 002 1400,"H315, H319, H332, H351, H373","P260, P264, P270, P271, P280, P301+P312, P304+P340, P305+P361+P338, P501",X,X,X,,,,,,
,2025-10-17 00:00:00,ASH-QB00058,EFFISIN PE5,122-99-6,PELIGRO,1-800-274-5263,"H302, H318, H335","H261, H264, H270, P280, P301 + P312 + P330, P304 + P340 + P312, P305 + P351 + P338 + P310, P403 + P233, P501",X,X,,,,,,,
,2025-10-17 00:00:00,IFF-QB00141,ELDEBERRY ,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319","P210, P261, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P370 + P378",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00047,ELEGANT 957 ELEGANCY,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361 ","P210, P261, P280, P302 + P352,  P305 + P351 + P338, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00199,ELEGANT MICRO SOFTNESS 957 AMARILLO,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319","P280, P302 + P352,  P305 + P351 + P338 ",X,,,,,,,,
,2025-10-28 00:00:00,KAO-QB00041,EMAL 10 PHD S/P,73296-89-6,PELIGRO,+34 93 739 9445,"H302, H315, H318, H412","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, Viton®,caucho nitrílico, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. Evitar su liberación al medio ambiente. No comer, beber ni fumar durante su utilización. Lavarse concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INGESTIÓN: Llamar a un CENTRO DE INFORMACIÓN TOXICOLÓGICA o a un médico si la persona se encuentra mal. Enjuagarse la boca. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico.EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACION: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales",X,X,,,,,,,
,2025-10-21 00:00:00,KAO-QB00043,EMAL 10G,73296-89-6,PELIGRO,+34 93 739 9445,"Nocivo en caso de ingestión.
Provoca irritación cutánea.
Provoca lesiones oculares graves.
Nocivo para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, Viton®,caucho nitrílico, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. Evitar su liberación al medio ambiente. No comer, beber ni fumar durante su utilización. Lavarse concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INGESTIÓN: Llamar a un CENTRO DE INFORMACIÓN TOXICOLÓGICA o a un médico si la persona se encuentra mal. Enjuagarse la boca. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales",X,X,,,,,,,
,2025-10-21 00:00:00,KAO-QB00042,EMAL 10-N LAURIL SULFATO DE SODIO,73296-89-6,PELIGRO,+34 93 739 9445," Nocivo en caso de ingestión.
Provoca irritación cutánea.
Provoca lesiones oculares graves.
Nocivo para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, Viton®,caucho nitrílico, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. Evitar su liberación al medio ambiente. No comer, beber ni fumar durante su utilización. Lavarse concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INGESTIÓN: Llamar a un CENTRO DE INFORMACIÓN TOXICOLÓGICA o a un médico si la persona se encuentra mal. Enjuagarse la boca. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico.EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales,nacionales e internacionales",X,X,,,,,,,
,2025-11-25 00:00:00,KAO-QB00044,EMAL 227 LESS QKA, 68891-38-3,PELIGRO,+34 93 739 9445,"H315, H318, H412","P280, P273, P264, P302 + P352, P332 + P313, P362 + P364, P305 + P351 + P338, P310, P501",,X,,,,,,,
,2025-11-25 00:00:00,KAO-QB00046,EMAL 30G,73296-89-6,PELIGRO,+34 93 739 9445,"H302, H315, H318, H412","P280, P273, P270, P264, P301 + P312, P330, P302 + P352, P332 + P313, P362 + P364, P305 + P351 + P338, P310, P501",X,X,,,,,,,
,2025-11-25 00:00:00,VAR-QB00077,EMULBOSS 54,143-18-0,ATENCION,01 800 002 1400,"Provoca irritación cutánea.
Provoca irritación ocular grave.","Prevención: Lavarse las manos cuidadosamente después de la manipulación. Usar guantes de protección y equipo de 
protección para los ojos/la cara.
Intervención:
EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea consultar a un médico. Quitar 
la ropa contaminada y lavarla antes de volverla a usar.
EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de 
contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. Si la irritación ocular persiste, 
consultar a un médico.
Almacenamiento: No aplica.
Eliminación: No aplica.
",X,,,,,,,,
,2025-11-28 00:00:00,KAO-QB00085,EMULREC,"72230-78-5, 64-19-7",PELIGRO,+34 93 739 9445,"H315, H318","P280, P264,  P362 + P364, P302 + P352, P332 + P313, P305 + P351 + P338, P310",,X,,,,,,,
,2025-10-23 00:00:00,VAR-QB00078,EMULSION 37,Mezcla,PELIGRO,01 800 002 1400,H319,"P264, P280, P305 + P351 +P338, P337 + P313",X,,,,,,,,
,2025-10-24 00:00:00,VAR-QB00079,EMULSION 37 ULTRA S/P,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-12-04 00:00:00,ASH-QB00014,ESCALOL 577,4065-45-6,ATENCION,1-800-274-5263,"H303, H315, H319","P264, P280, P302 + P352, P305 + P351 + P338, P312, P332 + P313, P362 + P364",X,,,,,,,,
,2025-11-25 00:00:00,VAR-QB00081,ESPESANTE D150 ,"9005-08-7
",No aplicable,01 800 002 1400,No aplicable,No aplicable,,,,,,,,,
,2025-11-13 00:00:00,VAR-QB00188,ESPESANTE GT-20,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-13 00:00:00,VAR-QB00187,ESPESANTE GT-21,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-13 00:00:00,VAR-QB00184,ESPESANTE GT-940,9007-20-9,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-11-13 00:00:00,VAR-QB00185,ESPESANTE GT-980,9007-20-9,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
SOLICITAR HDS A PROVEEDOR,PENDIENTE,VAR-QB00153,ESPESANTE HIDROSOLUBLE 8000,-,-,-,-,-,,,,,,,,,
,2025-11-25 00:00:00,VAR-QB00082,ESTANATO DE SODIO,"12027-70-2, 497-19-8,  1310-73-2",PELIGRO,01 800 002 1400,"H290, H314, H335, H412","P260,  P273, P303 + P361 + P353, P304 + P340, P310, P305 + P351 + P338, P321, P405, P501",X,X,,,,,,,
,2025-10-14 00:00:00,IFF-QB00089,ETERN 0021,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H350, H361","P261, P264, P280, P302 + P352, P308 + P313, P333 + P313",X,,X,,,,,,
,2025-10-17 00:00:00,ASH-QB00016,EUXYL K100,Mezcla,PELIGRO,1-800-274-5263,"H303, H314, H317","P101, P102, P103, P261, P264, P272, P280, P301 + P330 + P331 , P303 + P361 + P353, P304 + P340 + P310, P305 + P351 + P338 + P310, P312 , P333 + P313, P362 + P364, P405, P501",x,x,,,,,,,
,2025-10-17 00:00:00,ASH-QB00059,EUXYL K830,Mezcla,PELIGRO,1-800-274-5263,"H302, H318, H335","P101, P102, P103, P261, P264, P270, P271, P280, P301 + P312 + P330, P304 + P340 + P312, P305 + P351 + P338 + P310, P403 + P233 , P405, P501",X,X,,,,,,,
