Codigo interno ,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4,PESO TARA,PESO NETO,PESO BRUTO,LOTE,FECHA ELABORACION,FECHA INSPECCION,Cantidad,
KAO-QB00062,Q0202001B,QUARTAMIN 60,112-02-7,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico.",E,1,1,1,0.48,10,10.48,31155478,7/8/2025,7/8/2027,1,
KAO-QB00062,Q0202001C,QUARTAMIN 60,112-02-7,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico.",E,1,1,1,0.9,15,15.9,31155478,7/8/2025,7/8/2027,1,
KAO-QB00062,Q0202001D,QUARTAMIN 60,112-02-7,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico.",E,1,1,1,0.9,20,20.9,31155478,7/8/2025,7/8/2027,1,
KAO-QB00062,Q0202001E,QUARTAMIN 60,112-02-7,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico.",E,1,1,1,2.2,50,52.2,31155478,7/8/2025,7/8/2027,1,
,,,,,,,,,,,,,,,,,,,
KAO-QB00025,Q0202011A,BETADET HR2,61789-40-0,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves.,"Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",e,1,1,1,0.28,5,5.28,891954/010,1/17/2024,1/17/2026,1,
KAO-QB00025,Q0202011B,BETADET HR2,61789-40-0,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves.,"Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",e,1,1,1,0.48,10,10.48,891954/010,1/17/2024,1/17/2026,1,
KAO-QB00025,Q0202011C,BETADET HR2,61789-40-0,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves.,"Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",e,1,1,1,0.9,15,15.9,891954/010,1/17/2024,1/17/2026,1,
KAO-QB00025,Q0202011D,BETADET HR2,61789-40-0,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves.,"Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",e,1,1,1,0.9,20,20.9,891954/010,1/17/2024,1/17/2026,1,
KAO-QB00025,Q0202011E,BETADET HR2,61789-40-0,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves.,"Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",e,1,1,1,2.2,50,52.2,891954/010,1/17/2024,1/17/2026,1,
,,,,,,,,,,,,,,,,,,,
KAO-QB00027,Q0202009A,CETILICO KALKOL 6098,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.015,0.5,0.515,CBDF08,6/26/2024,6/26/2026,1,
KAO-QB00027,Q0202009B,CETILICO KALKOL 6098,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.015,1,1.015,CBDF08,6/26/2024,6/26/2026,1,
KAO-QB00027,Q0202009C,CETILICO KALKOL 6098,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.015,2,2.015,CBDF08,6/26/2024,6/26/2026,1,
KAO-QB00027,Q0202009D,CETILICO KALKOL 6098,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,3,3.035,CBDF08,6/26/2024,6/26/2026,1,
KAO-QB00027,Q0202009E,CETILICO KALKOL 6098,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,4,4.035,CBDF08,6/26/2024,6/26/2026,1,
KAO-QB00027,Q0202009F,CETILICO KALKOL 6098,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,5,5.035,CBDF08,6/26/2024,6/26/2026,1,
KAO-QB00027,Q0202009G,CETILICO KALKOL 6098,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,10,10.035,CBDF08,6/26/2024,6/26/2026,1,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
KAO-QB00076,Q0203001A,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.09,1,1.09,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001B,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.24,2,2.24,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001C,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.24,3,3.24,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001D,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.24,4,4.24,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001E,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.28,5,5.28,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001F,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.48,10,10.48,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001G,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.9,15,15.9,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001H,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,0.9,20,20.9,32002749,9/23/2025,9/23/2027,1,
KAO-QB00076,Q0203001I,TETRANYL BC-80E,"61789-71-7, 67-63-0",PELIGRO,+34 93 739 9445,Líquidos y vapores inflamables. Nocivo en caso de ingestión o en contacto con la piel. Provoca quemaduras graves en la piel y lesiones oculares graves.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,
neopreno. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral. Llevar prendas de protección: Recomendado: Traje de protección , bata de laboratorio. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales antideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE  CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON  OJOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. : Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,e,g,1,2.2,50,52.2,32002749,9/23/2025,9/23/2027,1,
,,,,,,,,,,,,,,,,,,,
